Timestamp,Value,Temperature,Holiday Flag,hour,min,time,hr_sin,hr_cos
2015-07-04 21:30:00+00:00,1414.152395745104,27.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-04 22:30:00+00:00,4655.392971690684,25.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-04 23:30:00+00:00,3390.9564097641123,24.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-05 00:30:00+00:00,572.9071937570934,23.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-05 01:30:00+00:00,516.6241284582712,22.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-05 02:30:00+00:00,524.9219982609882,21.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-05 03:30:00+00:00,574.1565446983093,20.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-05 04:30:00+00:00,1439.2756366346619,20.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-05 05:30:00+00:00,533.2821410078153,20.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-05 06:30:00+00:00,551.3568630358724,20.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-05 07:30:00+00:00,553.5597684337794,22.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-05 08:30:00+00:00,516.7798108185473,25.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-05 09:30:00+00:00,538.6570744963482,26.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-05 10:30:00+00:00,544.2343950532402,28.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-05 11:30:00+00:00,538.3690621298373,29.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-05 12:30:00+00:00,514.4873880634815,31.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-05 13:30:00+00:00,542.2494449597194,33.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-05 14:30:00+00:00,539.3109404095079,32.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-05 15:30:00+00:00,538.5792333162102,33.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-05 16:30:00+00:00,536.4269246853928,34.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-05 17:30:00+00:00,542.8799585188378,36.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-05 18:30:00+00:00,548.6713423211094,35.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-05 19:30:00+00:00,560.1879449225348,34.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-05 20:30:00+00:00,546.600766929437,31.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-05 21:30:00+00:00,1422.4230211347726,28.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-05 22:30:00+00:00,4359.440804805792,28.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-05 23:30:00+00:00,3133.3021035071433,27.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-06 00:30:00+00:00,531.7798062311508,28.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-06 01:30:00+00:00,524.6184176584496,27.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-06 02:30:00+00:00,571.0740339648422,24.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-06 03:30:00+00:00,1327.468457543364,23.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-06 04:30:00+00:00,5874.288551177487,22.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-06 05:30:00+00:00,6416.569132609261,22.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-06 06:30:00+00:00,6834.467292298436,21.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-06 07:30:00+00:00,7050.028980395749,23.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-06 08:30:00+00:00,8563.467801406945,26.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-06 09:30:00+00:00,7221.264008463449,27.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-06 10:30:00+00:00,6927.744378457867,28.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-06 11:30:00+00:00,6285.7025405611585,28.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-06 12:30:00+00:00,6440.404101967535,29.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-06 13:30:00+00:00,7134.755212917016,31.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-06 14:30:00+00:00,7651.912553459233,32.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-06 15:30:00+00:00,5855.918032664904,33.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-06 16:30:00+00:00,6989.273939297996,34.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-06 17:30:00+00:00,4361.538624610512,34.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-06 18:30:00+00:00,3294.970450535874,34.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-06 19:30:00+00:00,764.0851321761618,34.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-06 20:30:00+00:00,525.6225688822306,29.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-06 21:30:00+00:00,1376.060814244546,27.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-06 22:30:00+00:00,6074.768510623052,26.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-06 23:30:00+00:00,6949.722835669847,24.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-07 00:30:00+00:00,518.6947038499435,23.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-07 01:30:00+00:00,518.6012944337779,24.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-07 02:30:00+00:00,1055.3434758987296,24.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-07 03:30:00+00:00,1362.8161374440556,25.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-07 04:30:00+00:00,4456.201283776403,24.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-07 05:30:00+00:00,6173.475019097115,23.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-07 06:30:00+00:00,6559.672358175065,22.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-07 07:30:00+00:00,7835.3803229856285,23.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-07 08:30:00+00:00,8369.686075512258,26.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-07 09:30:00+00:00,5720.050144792935,28.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-07 10:30:00+00:00,6359.659445810327,30.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-07 11:30:00+00:00,7559.931522949098,33.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-07 12:30:00+00:00,6957.440788680538,34.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-07 13:30:00+00:00,6992.037301192896,34.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-07 14:30:00+00:00,6410.960675580312,36.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-07 15:30:00+00:00,7083.185431075554,37.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-07 16:30:00+00:00,6918.236078304004,38.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-07 17:30:00+00:00,5171.588973658196,37.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-07 18:30:00+00:00,2877.9986008903443,36.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-07 19:30:00+00:00,1602.7537911016027,35.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-07 20:30:00+00:00,558.0628807047658,34.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-07 21:30:00+00:00,1434.585705531344,33.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-07 22:30:00+00:00,6009.339106658008,32.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-07 23:30:00+00:00,6966.793406474124,29.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-08 00:30:00+00:00,515.4059139891107,29.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-08 01:30:00+00:00,539.0618486330661,28.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-08 02:30:00+00:00,523.2406287700061,27.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-08 03:30:00+00:00,1873.419250618648,26.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-08 04:30:00+00:00,4733.794608325736,26.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-08 05:30:00+00:00,5302.334911877084,24.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-08 06:30:00+00:00,7108.129637250795,23.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-08 07:30:00+00:00,6211.839044728155,24.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-08 08:30:00+00:00,0.0,24.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-08 09:30:00+00:00,0.0,24.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-08 10:30:00+00:00,6347.473409059714,23.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-08 11:30:00+00:00,6247.2723499270005,19.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-08 12:30:00+00:00,4986.112901684241,19.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-08 13:30:00+00:00,5116.337303996202,21.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-08 14:30:00+00:00,5343.380566163882,22.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-08 15:30:00+00:00,5282.901861255618,23.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-08 16:30:00+00:00,5647.256965186829,25.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-08 17:30:00+00:00,4182.036863212153,24.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-08 18:30:00+00:00,3047.124132976301,25.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-08 19:30:00+00:00,991.6304699557304,24.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-08 20:30:00+00:00,536.8978638252281,21.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-08 21:30:00+00:00,1422.4113449577521,20.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-08 22:30:00+00:00,5974.699781496573,20.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-08 23:30:00+00:00,5154.693545509231,20.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-09 00:30:00+00:00,548.9165420385442,18.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-09 01:30:00+00:00,552.6607028031847,17.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-09 02:30:00+00:00,1089.7881981098199,14.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-09 03:30:00+00:00,1251.0867995328952,13.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-09 04:30:00+00:00,2494.97328990302,13.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-09 05:30:00+00:00,3365.0236206011186,12.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-09 06:30:00+00:00,5297.1117686898215,11.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-09 07:30:00+00:00,5954.756871145201,14.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-09 08:30:00+00:00,5957.539693335138,18.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-09 09:30:00+00:00,0.0,20.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-09 10:30:00+00:00,8476.904517034418,22.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-09 11:30:00+00:00,8664.890967067826,23.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-09 12:30:00+00:00,6699.401168581883,24.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-09 13:30:00+00:00,5726.775622756862,26.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-09 14:30:00+00:00,7666.1886258965515,26.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-09 15:30:00+00:00,7581.730945446761,27.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-09 16:30:00+00:00,6709.909727900523,28.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-09 17:30:00+00:00,3906.8488311290857,28.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-09 18:30:00+00:00,3590.035227967193,28.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-09 19:30:00+00:00,1126.3618765976862,26.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-09 20:30:00+00:00,491.9562584725209,25.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-09 21:30:00+00:00,1371.9507999332566,24.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-09 22:30:00+00:00,5963.023604475864,22.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-09 23:30:00+00:00,8115.721441193834,21.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-10 00:30:00+00:00,2665.282007927075,21.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-10 01:30:00+00:00,504.8000531953003,20.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-10 02:30:00+00:00,970.679516321572,19.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-10 03:30:00+00:00,1282.822648675181,19.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-10 04:30:00+00:00,3136.999559563701,18.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-10 05:30:00+00:00,3732.873793520528,18.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-10 06:30:00+00:00,4478.203093342425,17.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-10 07:30:00+00:00,5853.2675404812035,17.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-10 08:30:00+00:00,6079.006962881569,19.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-10 09:30:00+00:00,6070.444433066383,21.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-10 10:30:00+00:00,5402.956313382543,22.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-10 11:30:00+00:00,7363.386435159509,23.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-10 12:30:00+00:00,6746.495082565409,24.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-10 13:30:00+00:00,5647.766824916734,26.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-10 14:30:00+00:00,5895.301777755754,28.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-10 15:30:00+00:00,6636.739018570748,29.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-10 16:30:00+00:00,5905.031925273011,30.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-10 17:30:00+00:00,4100.673369672848,30.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-10 18:30:00+00:00,3300.07683195293,31.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-10 19:30:00+00:00,1305.3965909152175,30.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-10 20:30:00+00:00,483.3937286573346,26.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-10 21:30:00+00:00,1357.1609757070255,22.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-10 22:30:00+00:00,5950.958221554465,21.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-10 23:30:00+00:00,7890.371224694158,20.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-11 00:30:00+00:00,1299.169296504173,20.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-11 01:30:00+00:00,505.5784649966809,19.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-11 02:30:00+00:00,466.6578749276523,18.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-11 03:30:00+00:00,977.6852225339971,17.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-11 04:30:00+00:00,495.0699056780432,22.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-11 05:30:00+00:00,505.5784649966809,19.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-11 06:30:00+00:00,492.73467027390143,19.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-11 07:30:00+00:00,484.56134635940543,21.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-11 08:30:00+00:00,483.3937286573346,22.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-11 09:30:00+00:00,483.7829345580249,26.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-11 10:30:00+00:00,472.1067575373163,28.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-11 11:30:00+00:00,487.67499356492766,28.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-11 12:30:00+00:00,476.38802244490944,31.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-11 13:30:00+00:00,477.5556401469803,31.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-11 14:30:00+00:00,485.339758160786,32.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-11 15:30:00+00:00,470.5499339345552,33.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-11 16:30:00+00:00,484.56134635940543,34.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-11 17:30:00+00:00,487.28578766423743,34.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-11 18:30:00+00:00,479.89087555112195,33.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-11 19:30:00+00:00,482.22611095526366,32.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-11 20:30:00+00:00,496.237523380114,29.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-11 21:30:00+00:00,1375.8428589401592,28.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-11 22:30:00+00:00,4634.66386541992,27.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-11 23:30:00+00:00,3463.9325161435413,26.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-12 00:30:00+00:00,534.7689075484523,24.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-12 01:30:00+00:00,0.0,21.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-12 02:30:00+00:00,0.0,19.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-12 03:30:00+00:00,501.29720008908765,17.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-12 04:30:00+00:00,1415.9310667112586,16.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-12 05:30:00+00:00,495.0699056780432,16.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
2015-07-12 06:30:00+00:00,497.0159351814946,15.0,0.0,6,30,6.5,0.9914448613738105,-0.13052619222005138
2015-07-12 07:30:00+00:00,472.1067575373163,18.0,0.0,7,30,7.5,0.9238795325112868,-0.3826834323650895
2015-07-12 08:30:00+00:00,499.3511705856363,22.0,0.0,8,30,8.5,0.7933533402912354,-0.6087614290087203
2015-07-12 09:30:00+00:00,482.615316855954,23.0,0.0,9,30,9.5,0.6087614290087209,-0.793353340291235
2015-07-12 10:30:00+00:00,479.50166965043167,24.0,0.0,10,30,10.5,0.3826834323650899,-0.9238795325112867
2015-07-12 11:30:00+00:00,487.28578766423743,26.0,0.0,11,30,11.5,0.130526192220052,-0.9914448613738104
2015-07-12 12:30:00+00:00,481.4476991538832,29.0,0.0,12,30,12.5,-0.13052619222005132,-0.9914448613738105
2015-07-12 13:30:00+00:00,471.32834573593567,30.0,0.0,13,30,13.5,-0.3826834323650892,-0.923879532511287
2015-07-12 14:30:00+00:00,490.39943486975966,30.0,0.0,14,30,14.5,-0.6087614290087203,-0.7933533402912354
2015-07-12 15:30:00+00:00,482.22611095526366,31.0,0.0,15,30,15.5,-0.7933533402912349,-0.6087614290087209
2015-07-12 16:30:00+00:00,471.32834573593567,30.0,0.0,16,30,16.5,-0.9238795325112865,-0.38268343236509034
2015-07-12 17:30:00+00:00,479.50166965043167,31.0,0.0,17,30,17.5,-0.9914448613738103,-0.1305261922200525
2015-07-12 18:30:00+00:00,492.3454643732112,31.0,0.0,18,30,18.5,-0.9914448613738105,0.13052619222005127
2015-07-12 19:30:00+00:00,492.3454643732112,30.0,0.0,19,30,19.5,-0.923879532511287,0.38268343236508917
2015-07-12 20:30:00+00:00,474.44199294145795,27.0,0.0,20,30,20.5,-0.7933533402912357,0.6087614290087199
2015-07-12 21:30:00+00:00,1394.1355362726026,23.0,0.0,21,30,21.5,-0.608761429008721,0.7933533402912349
2015-07-12 22:30:00+00:00,4358.716881830507,26.0,0.0,22,30,22.5,-0.3826834323650904,0.9238795325112865
2015-07-12 23:30:00+00:00,3124.1557648409216,22.0,0.0,23,30,23.5,-0.13052619222005257,0.9914448613738103
2015-07-13 00:30:00+00:00,487.67499356492766,17.0,0.0,0,30,0.5,0.13052619222005157,0.9914448613738104
2015-07-13 01:30:00+00:00,508.3029063015129,18.0,0.0,1,30,1.5,0.3826834323650898,0.9238795325112867
2015-07-13 02:30:00+00:00,493.513082075282,16.0,0.0,2,30,2.5,0.6087614290087205,0.7933533402912353
2015-07-13 03:30:00+00:00,1208.4843216433364,17.0,0.0,3,30,3.5,0.7933533402912352,0.6087614290087207
2015-07-13 04:30:00+00:00,5228.592069873295,15.0,0.0,4,30,4.5,0.9238795325112867,0.38268343236508984
2015-07-13 05:30:00+00:00,4727.684075684898,15.0,0.0,5,30,5.5,0.9914448613738104,0.1305261922200517
